requirement_id,feature_id,capability_id,requirement_type,title,normative_statement,priority,status_flag,database_evidence,backend_function,http_endpoint,frontend_evidence,security_permission_evidence,cross_module_integration,positive_test,negative_test,concurrency_retry_test,browser_test,verification_result,commit_sha,exact_gap,next_action,phase_owner,notes
F298-DATA-001,F298,POS-CAP-006,DATA,Primary data contract,"Offline-to-online synchronization MUST persist stable organization/company/store/terminal/shift/transaction identifiers, status/version, actor/device, timestamps/timezone, customer/item/tender references and feature-specific values required for idempotent offline transaction sync with globally unique transaction IDs, replay detection, conflict queues and convergent stock/payment/accounting outcomes.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-DATA-002,F298,POS-CAP-006,DATA,Lineage/evidence data,"Offline-to-online synchronization MUST retain lineage to cart/sale/line/payment/provider/stock/refund/shift/reconciliation/accounting records, overrides/approvals and correlation/idempotency/offline transaction identifiers where applicable.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-VAL-001,F298,POS-CAP-006,VAL,Input/reference validation,"Offline-to-online synchronization MUST reject malformed IDs/codes, inactive/cross-company/store references, invalid quantity/price/tender/lot/serial/provider states, duplicate identities and impossible combinations with actionable errors.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-VAL-002,F298,POS-CAP-006,VAL,Cross-record/state validation,Offline-to-online synchronization MUST validate current cart/sale/shift/payment/return/offline-sync state and final Stock/payment eligibility immediately before committing financially or physically visible effects.,MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-CALC-001,F298,POS-CAP-006,CALC,Deterministic calculation,"Offline-to-online synchronization calculations, if applicable, MUST define currency/unit precision, rounding and reproducible deterministic formulas; otherwise the requirement records that no derived numeric result is authoritative.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-UX-001,F298,POS-CAP-006,UX,Checkout/workspace UX,"Offline-to-online synchronization UX MUST optimize cashier speed with clear totals/status, keyboard/touch support, exception banners, manager override path and no generic CRUD dependency for high-frequency checkout work.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-UX-002,F298,POS-CAP-006,UX,Device/offline UX,"Offline-to-online synchronization tablet/terminal UX MUST handle scanner/printer/cash-drawer/payment-device/network state, explicit offline capability indicators and conflict-safe recovery without ambiguous completion.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-UX-003,F298,POS-CAP-006,UX,Accessible interaction,"Offline-to-online synchronization MUST meet WCAG 2.2 AA intent with semantic labels, keyboard/focus, announced validation/status, non-color-only state, target sizing and accessible manual alternatives to scanner/touch-only actions.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-SEC-001,F298,POS-CAP-006,SEC,Authorization/scope,"Every Offline-to-online synchronization query/command MUST enforce server-side organization, company, store, terminal, shift, role and record scope; unauthorized pricing overrides, customer data, payment references, cash values and aggregates MUST not leak.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-SEC-002,F298,POS-CAP-006,SEC,SoD/payment-data boundary,"Sensitive Offline-to-online synchronization actions MUST enforce manager override/maker-checker where configured and minimize PCI-sensitive data; raw PAN/CVV MUST NOT be stored by the ERP, and provider/token references are preferred.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-AUTO-001,F298,POS-CAP-006,AUTO,Automation boundary,"Automation for Offline-to-online synchronization MAY prefetch/sync catalog, retry jobs, generate alerts/drafts or reconcile provider callbacks, but MUST use normal domain/system authorization, idempotency, audit and exception queues.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-APP-001,F298,POS-CAP-006,APP,Approval/override contract,"Approval/override-required Offline-to-online synchronization transitions MUST snapshot material values, capture approver/reason/time, block prohibited self-approval and revalidate if cart/payment/return/shift facts change.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-NOTIF-001,F298,POS-CAP-006,NOTIF,Notification contract,"Offline-to-online synchronization notifications MUST be event-driven, deduplicated, permission-safe and actionable for payment uncertainty, sync conflict, stock/serial exception, cash variance, shift close or reconciliation failure as applicable.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-REP-001,F298,POS-CAP-006,REP,Reporting contract,"Offline-to-online synchronization reporting MUST define formula, store/terminal/shift/cashier/timezone scope, payment/return treatment, freshness, permission-safe drilldown/export and reconciliation to immutable POS facts.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-AI-001,F298,POS-CAP-006,AI,AI boundary,"AI for Offline-to-online synchronization MAY improve search, explain promotions, detect anomalies/fraud signals or summarize analytics, but MUST show provenance/uncertainty and MUST NOT determine payment truth, tax, stock quantity, accounting, cash reconciliation, authorization or transition legality.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-INT-001,F298,POS-CAP-006,INT,Inbound integration,"Offline-to-online synchronization MUST consume item/customer/price/tax/stock/payment/provider facts only through versioned public contracts with source identity, scope, validation, retry semantics and reconciliation.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-INT-002,F298,POS-CAP-006,INT,Outbound integration,Offline-to-online synchronization MUST publish Stock/customer/Accounting/loyalty effects with stable source transaction identity and idempotency key; destination modules retain private-state ownership and may reject/reconcile independently.,MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-API-001,F298,POS-CAP-006,API,Command contract,"Offline-to-online synchronization commands MUST define request schema, store/terminal/shift permission scope, expected state/version, idempotency for externally visible effects, domain errors, transaction boundary, audit and downstream outcomes.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F298-API-002,F298,POS-CAP-006,API,Query contract,"Offline-to-online synchronization queries MUST define pagination/search/filter/sort, offline/freshness semantics where relevant, permission-safe aggregates, stable transaction IDs and compatibility/versioning behavior.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
