requirement_id,sp_id,type,priority,requirement,test_ids,status
SP035-CAP-001,SP035,CAP,P0,"Provide a reusable platform capability for Reliability, backup, restore, disaster recovery and release safety.",PVT-SP035-CAP-001,APPROVED
SP035-CAP-002,SP035,CAP,P0,"Expose Reliability, backup, restore, disaster recovery and release safety through stable public contracts rather than module-private shortcuts.",PVT-SP035-CAP-002,APPROVED
SP035-CAP-003,SP035,CAP,P0,"Make Reliability, backup, restore, disaster recovery and release safety observable, testable and independently governable across all applicable modules.",PVT-SP035-CAP-003,APPROVED
SP035-FR-001,SP035,FR,P0,"Define service reliability targets, backup/PITR, restore validation, DR, migration/deployment/rollback, health checks and incident continuity for production ERP.",PVT-SP035-FR-001,APPROVED
SP035-FR-002,SP035,FR,P0,Backup -> verify -> restore drill; deploy -> migrate -> health/smoke -> progressive enable -> observe -> rollback/roll-forward; incident -> continuity -> recover -> reconcile.,PVT-SP035-FR-002,APPROVED
SP035-FR-003,SP035,FR,P0,"Support administrative configuration, normal operation, failure/recovery and auditable lifecycle for Reliability, backup, restore, disaster recovery and release safety.",PVT-SP035-FR-003,APPROVED
SP035-US-001,SP035,US,P1,"As an authorized operator, I can use Reliability, backup, restore, disaster recovery and release safety without requiring module-specific duplicate implementations.",PVT-SP035-US-001,APPROVED
SP035-US-002,SP035,US,P1,"As a security/operations reviewer, I can prove Reliability, backup, restore, disaster recovery and release safety respects tenant scope, policy, audit and recovery controls.",PVT-SP035-US-002,APPROVED
SP035-FLOW-001,SP035,FLOW,P1,Backup -> verify -> restore drill; deploy -> migrate -> health/smoke -> progressive enable -> observe -> rollback/roll-forward; incident -> continuity -> recover -> reconcile.,PVT-SP035-FLOW-001,APPROVED
SP035-FLOW-002,SP035,FLOW,P1,Failure/retry flow: detect invalid/stale/duplicate/concurrent state -> reject or queue recovery -> preserve evidence -> reconcile -> retry only under documented semantics.,PVT-SP035-FLOW-002,APPROVED
SP035-BR-001,SP035,BR,P0,Backups are only trusted after restore verification.,SP035-TEST-BR-01;PVT-SP035-BR-001,APPROVED
SP035-BR-002,SP035,BR,P0,Database migrations are forward/backward rollout-aware and never assumed reversible without proof.,SP035-TEST-BR-02;PVT-SP035-BR-002,APPROVED
SP035-DATA-001,SP035,DATA,P1,"Persist only the authoritative identifiers/configuration/evidence needed by Reliability, backup, restore, disaster recovery and release safety, with organization/company scope and lifecycle metadata where applicable.",PVT-SP035-DATA-001,APPROVED
SP035-DATA-002,SP035,DATA,P1,"Define retention, archival, effective-dating/version and deletion semantics for Reliability, backup, restore, disaster recovery and release safety; never infer historical truth from current configuration alone.",PVT-SP035-DATA-002,APPROVED
SP035-VAL-001,SP035,VAL,P1,"Validate organization/company/scope, lifecycle state and all required identifiers before executing Reliability, backup, restore, disaster recovery and release safety.",SP035-TEST-VAL-01;PVT-SP035-VAL-001,APPROVED
SP035-VAL-002,SP035,VAL,P1,"Reject malformed, stale, unauthorized, duplicate or policy-incompatible input with typed actionable errors.",SP035-TEST-VAL-02;PVT-SP035-VAL-002,APPROVED
SP035-CALC-001,SP035,CALC,P1,"Any counts, quotas, time windows, retry schedules, usage metrics or derived values in Reliability, backup, restore, disaster recovery and release safety use explicit deterministic precision/rounding/timezone rules; otherwise mark calculation not applicable.",PVT-SP035-CALC-001,APPROVED
SP035-UX-001,SP035,UX,P1,"Provide discoverable administration/operation UX for Reliability, backup, restore, disaster recovery and release safety with role-appropriate views and safe defaults.",PVT-SP035-UX-001,APPROVED
SP035-UX-002,SP035,UX,P1,"Define loading, empty, error, forbidden, stale, conflict, retry and partial-failure states for Reliability, backup, restore, disaster recovery and release safety.",PVT-SP035-UX-002,APPROVED
SP035-UX-003,SP035,UX,P1,"Preserve keyboard, responsive and mobile parity for critical Reliability, backup, restore, disaster recovery and release safety actions or explicitly classify them as not applicable.",PVT-SP035-UX-003,APPROVED
SP035-SEC-001,SP035,SEC,P0,"Unrestorable backup, destructive migration, split web/worker schema versions, unsafe rollback and untested DR are primary threats.",SP035-TEST-SEC-01;PVT-SP035-SEC-001,APPROVED
SP035-SEC-002,SP035,SEC,P0,"Enforce least privilege, tenant/company/record scope, sensitive-field minimization and security-negative tests for Reliability, backup, restore, disaster recovery and release safety.",SP035-TEST-SEC-02;PVT-SP035-SEC-002,APPROVED
SP035-AUTO-001,SP035,AUTO,P1,"Automation involving Reliability, backup, restore, disaster recovery and release safety executes through the same public commands, authorization and idempotency controls as human-triggered actions.",PVT-SP035-AUTO-001,APPROVED
SP035-APP-001,SP035,APP,P1,"Changes to high-impact Reliability, backup, restore, disaster recovery and release safety policy/configuration require maker-checker or privileged approval where the risk classification demands it; self-approval is explicitly governed.",PVT-SP035-APP-001,APPROVED
SP035-NOTIF-001,SP035,NOTIF,P1,"Generate notifications for actionable failures, approvals, expirations or security events from Reliability, backup, restore, disaster recovery and release safety according to centralized preference/mandatory-notice policy.",PVT-SP035-NOTIF-001,APPROVED
SP035-REP-001,SP035,REP,P1,"Expose authorized operational reporting for Reliability, backup, restore, disaster recovery and release safety: health, usage, exceptions, policy state, SLA/SLO or audit evidence as applicable, with drill-down to source.",PVT-SP035-REP-001,APPROVED
SP035-AI-001,SP035,AI,P1,"AI may explain or assist with Reliability, backup, restore, disaster recovery and release safety only from authorized context; it cannot bypass its deterministic security/policy controls or directly mutate authoritative storage.",PVT-SP035-AI-001,APPROVED
SP035-INT-001,SP035,INT,P0,"Business modules consume Reliability, backup, restore, disaster recovery and release safety through documented public contracts and never reimplement a weaker local variant.",SP035-TEST-INT-01;PVT-SP035-INT-001,APPROVED
SP035-INT-002,SP035,INT,P0,"Cross-service/job/integration use of Reliability, backup, restore, disaster recovery and release safety carries trusted tenant context, correlation, retry and reconciliation semantics.",SP035-TEST-INT-02;PVT-SP035-INT-002,APPROVED
SP035-API-001,SP035,API,P0,"Define authenticated/versioned command and query contracts for Reliability, backup, restore, disaster recovery and release safety where externally or cross-layer accessible, with object/function/property authorization.",SP035-TEST-API-01;PVT-SP035-API-001,APPROVED
SP035-API-002,SP035,API,P0,"API errors for Reliability, backup, restore, disaster recovery and release safety are typed/actionable and unsafe retries use explicit idempotency keys or preconditions when needed.",SP035-TEST-API-02;PVT-SP035-API-002,APPROVED
SP035-PERF-001,SP035,PERF,P1,"Define latency/throughput/cardinality/volume budgets for Reliability, backup, restore, disaster recovery and release safety; expensive global operations use pagination, batching, asynchronous execution or read models as appropriate.",SP035-TEST-PERF-01;PVT-SP035-PERF-001,APPROVED
SP035-OBS-001,SP035,OBS,P1,"Emit correlation-aware logs/metrics/traces and business diagnostics for Reliability, backup, restore, disaster recovery and release safety without secrets/PII leakage; failures are alertable and reconcilable.",SP035-TEST-OBS-01;PVT-SP035-OBS-001,APPROVED
SP035-E2E-001,SP035,E2E,P1,"E2E happy-path proves Reliability, backup, restore, disaster recovery and release safety works for an authorized tenant/user and produces expected visible/data/audit outcomes.",SP035-TEST-E2E-01;PVT-SP035-E2E-001,APPROVED
SP035-E2E-002,SP035,E2E,P1,"E2E negative/recovery path proves unauthorized, duplicate, stale or dependency-failure behavior for Reliability, backup, restore, disaster recovery and release safety without cross-tenant or partial-state leakage.",SP035-TEST-E2E-02;PVT-SP035-E2E-002,APPROVED
SP035-UAT-001,SP035,UAT,P1,"Human UAT validates primary operator/admin workflow, visible states and evidence for Reliability, backup, restore, disaster recovery and release safety.",SP035-UAT-01;PVT-SP035-UAT-001,APPROVED
SP035-UAT-002,SP035,UAT,P1,"Human UAT validates at least one failure/recovery/permission scenario and confirms documentation matches actual operator expectations for Reliability, backup, restore, disaster recovery and release safety.",SP035-UAT-02;PVT-SP035-UAT-002,APPROVED
SP036-CAP-001,SP036,CAP,P0,"Provide a reusable platform capability for AI governance, Copilot runtime and evaluation.",PVT-SP036-CAP-001,APPROVED
SP036-CAP-002,SP036,CAP,P0,"Expose AI governance, Copilot runtime and evaluation through stable public contracts rather than module-private shortcuts.",PVT-SP036-CAP-002,APPROVED
SP036-CAP-003,SP036,CAP,P0,"Make AI governance, Copilot runtime and evaluation observable, testable and independently governable across all applicable modules.",PVT-SP036-CAP-003,APPROVED
SP036-FR-001,SP036,FR,P0,"Govern customer-facing ERP AI and engineering-assistant integrations with authorization-safe retrieval, provenance, approval gates, evaluations, prompt/data isolation and no direct authoritative writes.",PVT-SP036-FR-001,APPROVED
SP036-FR-002,SP036,FR,P0,User asks -> resolve tenant/permissions -> retrieve authorized context -> model -> cite/provenance -> propose action -> normal command/approval -> audit; evals monitor quality/safety/drift.,PVT-SP036-FR-002,APPROVED
SP036-FR-003,SP036,FR,P0,"Support administrative configuration, normal operation, failure/recovery and auditable lifecycle for AI governance, Copilot runtime and evaluation.",PVT-SP036-FR-003,APPROVED
SP036-US-001,SP036,US,P1,"As an authorized operator, I can use AI governance, Copilot runtime and evaluation without requiring module-specific duplicate implementations.",PVT-SP036-US-001,APPROVED
SP036-US-002,SP036,US,P1,"As a security/operations reviewer, I can prove AI governance, Copilot runtime and evaluation respects tenant scope, policy, audit and recovery controls.",PVT-SP036-US-002,APPROVED
SP036-FLOW-001,SP036,FLOW,P1,User asks -> resolve tenant/permissions -> retrieve authorized context -> model -> cite/provenance -> propose action -> normal command/approval -> audit; evals monitor quality/safety/drift.,PVT-SP036-FLOW-001,APPROVED
SP036-FLOW-002,SP036,FLOW,P1,Failure/retry flow: detect invalid/stale/duplicate/concurrent state -> reject or queue recovery -> preserve evidence -> reconcile -> retry only under documented semantics.,PVT-SP036-FLOW-002,APPROVED
SP036-BR-001,SP036,BR,P0,AI never bypasses normal permissions/public commands or writes business tables directly.,SP036-TEST-BR-01;PVT-SP036-BR-001,APPROVED
SP036-BR-002,SP036,BR,P0,"Deterministic systems remain authority for ledger, stock, payroll, tax, payment, authorization and state-transition legality.",SP036-TEST-BR-02;PVT-SP036-BR-002,APPROVED
SP036-DATA-001,SP036,DATA,P1,"Persist only the authoritative identifiers/configuration/evidence needed by AI governance, Copilot runtime and evaluation, with organization/company scope and lifecycle metadata where applicable.",PVT-SP036-DATA-001,APPROVED
SP036-DATA-002,SP036,DATA,P1,"Define retention, archival, effective-dating/version and deletion semantics for AI governance, Copilot runtime and evaluation; never infer historical truth from current configuration alone.",PVT-SP036-DATA-002,APPROVED
SP036-VAL-001,SP036,VAL,P1,"Validate organization/company/scope, lifecycle state and all required identifiers before executing AI governance, Copilot runtime and evaluation.",SP036-TEST-VAL-01;PVT-SP036-VAL-001,APPROVED
SP036-VAL-002,SP036,VAL,P1,"Reject malformed, stale, unauthorized, duplicate or policy-incompatible input with typed actionable errors.",SP036-TEST-VAL-02;PVT-SP036-VAL-002,APPROVED
SP036-CALC-001,SP036,CALC,P1,"Any counts, quotas, time windows, retry schedules, usage metrics or derived values in AI governance, Copilot runtime and evaluation use explicit deterministic precision/rounding/timezone rules; otherwise mark calculation not applicable.",PVT-SP036-CALC-001,APPROVED
SP036-UX-001,SP036,UX,P1,"Provide discoverable administration/operation UX for AI governance, Copilot runtime and evaluation with role-appropriate views and safe defaults.",PVT-SP036-UX-001,APPROVED
SP036-UX-002,SP036,UX,P1,"Define loading, empty, error, forbidden, stale, conflict, retry and partial-failure states for AI governance, Copilot runtime and evaluation.",PVT-SP036-UX-002,APPROVED
SP036-UX-003,SP036,UX,P1,"Preserve keyboard, responsive and mobile parity for critical AI governance, Copilot runtime and evaluation actions or explicitly classify them as not applicable.",PVT-SP036-UX-003,APPROVED
SP036-SEC-001,SP036,SEC,P0,"Prompt injection, cross-tenant context leakage, hallucinated authority, unsafe tool use, data retention leakage and model drift are primary threats.",SP036-TEST-SEC-01;PVT-SP036-SEC-001,APPROVED
