feature_id,historical_index,scope,module,category,feature_number,feature_name,source_section,status,uat_status,priority,ui_evidence,service_evidence,database_evidence,permission_evidence,test_evidence,cross_module_evidence,primary_gap,secondary_gap,blocker_type,recommended_prompt,notes
SHARED-011,956,shared,Shared,SaaS platform,11,Regional deployment and data residency,SaaS platform,MISSING,NOT_READY,P3,,,,,,,No region/data-residency configuration found anywhere in application code or control-plane schema,,ARCHITECTURE_DECISION,82,
SHARED-012,957,shared,Shared,SaaS platform,12,High availability,SaaS platform,PARTIAL,NOT_READY,P2,,"infrastructure/kubernetes/base/apps.yaml (web app replicas: 2), workers.yaml (worker replicas: 2, live-verified safe for concurrent claiming in Prompt 13)",,,services/worker/tests/live-concurrency.manual.mjs,,Real multi-replica Kubernetes manifests exist and worker concurrency was live-verified safe; no evidence of a tested failover runbook or verified zero-downtime behavior for the web app itself,,ARCHITECTURE_DECISION,82,
SHARED-013,958,shared,Shared,SaaS platform,13,Horizontal scaling,SaaS platform,PARTIAL,NOT_READY,P2,,infrastructure/kubernetes/base/scaling.yaml (2 HorizontalPodAutoscaler definitions),,,,,Real HPA manifests exist; not verified live/tested from the application repository,,ARCHITECTURE_DECISION,82,
SHARED-014,959,shared,Shared,SaaS platform,14,Status monitoring,SaaS platform,PARTIAL,LIMITED,P2,/api/health,apps/web/src/app/api/health/route.ts,,,,,"Real health-check endpoint exists; no uptime dashboard, alerting, or public status-page system",,MISSING_SERVICE,82,
SHARED-015,960,shared,Shared,Security and governance,15,Role-based access control,Security and governance,COMPLETE,READY,P0,/settings/roles,"apps/web/src/lib/access-control.ts, authorization.ts","permissions, role_permissions (control-plane)",roles.manage,test:enterprise-rbac,,,,NONE,,"Confirmed in Prompt 4: ERP_MODULE_CATALOG + CURRENT_MODULE_KEYS canonical and kept in sync, tested."
SHARED-016,961,shared,Shared,Security and governance,16,"Permission by module, action and record",Security and governance,PARTIAL,LIMITED,P0,,assertModuleAccessible() (module); PERMISSIONS.* checks throughout (action); recordScope()/canViewAllCrmRecords() (record — CRM only),,crm.records.view_all,services/api/tests/crm-record-scope.test.mjs,,"Module- and action-level permission enforcement is universal and solid; record-level permission is CRM-only — every other module (Sales, Procurement, Accounting, Support, etc.) is company/branch scope only, with no per-record ownership model",,CROSS_MODULE_GAP,23,"Prompt 14 fixed CRM's own crmContext() permission-propagation bug for this. Open question, explicitly flagged by Prompt 14/13 and not yet audited: whether other modules' own context-builders (salesContext, procurementContext, accountingContext, etc.) have an equivalent latent defect — not verified either way in this pass."
SHARED-017,962,shared,Shared,Security and governance,17,Field-level permissions,Security and governance,COMPLETE,LIMITED,P1,,services/api/src/field-visibility.js,,"hr_payroll.sensitive.view, procurement.suppliers.sensitive, support.sensitive.view",services/api/tests/field-visibility.test.mjs,,,,NONE,,Confirmed in Prompt 3. Only 3 field-sets across 3 modules; no assignable HR/Support role yet exercises the restricted branch in real traffic today (defense-in-depth).
SHARED-018,963,shared,Shared,Security and governance,18,Branch and territory-based access,Security and governance,PARTIAL,LIMITED,P1,,membership_branch_access (universal); CRM territory/parentTerritoryId/territory-assignments (apps/web/src/lib/crm.ts),"membership_branch_access, membership_company_access",,,,"Branch-based access is a real, universal platform mechanism; territory-based access is a CRM-specific sales-territory concept, not a platform-wide capability",,CROSS_MODULE_GAP,82,
SHARED-019,964,shared,Shared,Security and governance,19,Maker-checker controls,Security and governance,COMPLETE,READY,P0,/approvals,"packages/workflows (assertSeparationOfDuties, assertApprovalDecision)",,,,,,,NONE,,
SHARED-020,965,shared,Shared,Security and governance,20,Segregation of duties,Security and governance,COMPLETE,READY,P0,/approvals,"packages/workflows assertSeparationOfDuties({requestedBy, actorUserId})",,,,,,,NONE,,
SHARED-021,966,shared,Shared,Security and governance,21,Single sign-on,Security and governance,MISSING,NOT_READY,P2,,,,,,,No SSO/identity-provider integration exists anywhere,,MISSING_INTEGRATION,23,Confirmed absent in Prompt 10 Administration audit.
SHARED-022,967,shared,Shared,Security and governance,22,Multi-factor authentication,Security and governance,FOUNDATION_ONLY,NOT_READY,P1,/security,,users.mfa_required/mfa_enrolled_at (flags only),,,,"Flags only — no TOTP/factor/recovery-code table, no enrollment or verification flow exists",,MISSING_SERVICE,23,Confirmed unchanged in Prompt 10: /security copy corrected from 'MFA-ready account foundation' to 'Not yet enrollable'.
SHARED-023,968,shared,Shared,Security and governance,23,Session and device management,Security and governance,COMPLETE,READY,P1,/security,apps/web/src/lib/auth.ts (session list/revoke),"sessions (ip_address, user_agent columns)",,,,,,NONE,,Self-service list/revoke of own sessions plus an org-wide active-session count (Prompt 10). No admin browse-another-user's-sessions UI exists; revocation of another user's sessions only happens as a side effect of a role/status change.
SHARED-024,969,shared,Shared,Security and governance,24,IP restrictions,Security and governance,MISSING,NOT_READY,P2,,,,,,,No IP allowlist/restriction logic exists anywhere in the repository,,MISSING_SERVICE,23,
SHARED-025,970,shared,Shared,Security and governance,25,Audit logs,Security and governance,COMPLETE,READY,P0,"/audit-logs, /audit-logs/activity, /audit-logs/security","apps/web/src/lib/audit/redact.ts, sanitize.ts",audit_events + DB trigger prevent_audit_event_mutation,audit.view,,,,,NONE,,"Confirmed in Prompt 9: field-level redaction, immutability trigger, pagination."
SHARED-026,971,shared,Shared,Security and governance,26,Record version history,Security and governance,PARTIAL,LIMITED,P1,/audit-logs/history,governance-pagination.tsx + the same audit-event query pipeline as Activity/Security,audit_events,audit.view,,,"Real per-record history view exists, but it is derived from the audit-event log (a change-event list), not a dedicated field-level snapshot/rollback version-history system",,ARCHITECTURE_DECISION,82,
SHARED-027,972,shared,Shared,Security and governance,27,Encryption at rest and in transit,Security and governance,UNVERIFIED,NOT_READY,P1,,,pgcrypto extension enabled (database/control-plane/migrations/002_platform_foundation.sql),,,,"In-transit (TLS) and general at-rest (disk/DB) encryption are deployment/infra-layer concerns not evidenced in application code; pgcrypto is enabled but used narrowly, not for general column-level encryption of business data",,ARCHITECTURE_DECISION,82,"Cannot be confirmed or denied from repository code alone, consistent with the same treatment given to backup/DR (item 10)."
SHARED-028,973,shared,Shared,Security and governance,28,API authentication and scoped tokens,Security and governance,PARTIAL,LIMITED,P1,,Session-cookie authentication (apps/web/src/lib/auth.ts); mobile API (apps/web/src/app/api/mobile/v1/**) reuses the same session auth,sessions,,,,"Session-based authentication is real and solid; no tenant-issued, scoped API-key/token system exists for third-party integration use",,MISSING_SERVICE,82,Confirmed absent in Prompt 10 Administration audit.
SHARED-029,974,shared,Shared,Security and governance,29,Privacy and retention controls,Security and governance,PARTIAL,LIMITED,P1,"/compliance, /compliance/data-governance, /compliance/privacy-requests, /compliance/consent","listCrmRecords(..., 'privacy-requests', ...)",complianceView,,,,"Real, working compliance/privacy-request workflow exists (CRM leads/contacts/business-partners); retention configuration itself is CRM-only (see item 91)",,CROSS_MODULE_GAP,82,Confirmed in Prompt 9/10.
SHARED-030,975,shared,Shared,Workflow and automation,30,Configurable approval workflows,Workflow and automation,PARTIAL,LIMITED,P1,/approvals,"packages/workflows (assertApprovalDecision, assertSeparationOfDuties, createCommandRegistry)",,,,,"Real, working approval engine and UI exist; 'who approves what' is hardcoded per module (e.g. accounting's approval_required booleans), not admin-configurable",,ARCHITECTURE_DECISION,82,
SHARED-031,976,shared,Shared,Workflow and automation,31,Conditional workflow rules,Workflow and automation,PARTIAL,LIMITED,P2,,CRM automation rules' conditions/criteriaMatches (services/api/src/crm.js),tenant.crm_automation_rules,,,,"Real conditional-rule evaluation exists, but only within CRM's own automation engine — no platform-wide conditional workflow capability",,CROSS_MODULE_GAP,82,
SHARED-032,977,shared,Shared,Workflow and automation,32,Multi-level approvals,Workflow and automation,MISSING,NOT_READY,P2,,,,,,,No approval-chain/level concept exists anywhere — maker-checker is single-step only,,ARCHITECTURE_DECISION,82,
SHARED-033,978,shared,Shared,Workflow and automation,33,Delegation,Workflow and automation,MISSING,NOT_READY,P2,,,,,,,No delegat*/out-of-office/acting-for-user concept exists anywhere,,MISSING_SERVICE,82,Confirmed absent in Prompt 10 (no delegat* hits anywhere in apps/web/src).
SHARED-034,979,shared,Shared,Workflow and automation,34,Escalations,Workflow and automation,MISSING,NOT_READY,P2,,,,,,,No generic escalation framework exists platform-wide,"CRM's activity.overdue scheduled detection (Prompt 13) is the closest analog but is a single CRM-specific trigger, not a generic escalation framework; Support's own escalation schema is entirely dead (SUP-020/033)",MISSING_SERVICE,83,
SHARED-035,980,shared,Shared,Workflow and automation,35,Scheduled automation,Workflow and automation,PARTIAL,LIMITED,P1,/automation,"services/worker/src/scheduler.js — runSchedulerTick, 5-minute interval, idempotent across concurrent scheduler instances",tenant.background_jobs (database/tenant/migrations/052_background_jobs.sql),,"services/worker/tests/scheduler.test.mjs, worker-orchestration.test.mjs",,"A real, durable, tested PostgreSQL-backed scheduler exists; it drives exactly one workload (crm.automation.detect_overdue_activities), not a generic per-rule scheduling feature",,ARCHITECTURE_DECISION,83,"Status changed from MISSING to PARTIAL by Prompt 13 (worker/scheduler foundation), per that prompt's own Section 27 matrix-impact note."
SHARED-036,981,shared,Shared,Workflow and automation,36,Event-triggered automation,Workflow and automation,PARTIAL,LIMITED,P1,/automation,"runCrmAutomation (services/api/src/crm.js) — 4 of 7 schema-permitted event types now fire (lead.created, opportunity.created, opportunity.stage_changed, activity.overdue as of Prompt 13)",tenant.crm_automation_rules/crm_automation_runs,automation.view,,,"Real and working, CRM-only; lead.updated/lead.qualified/campaign.member_responded remain dormant (missing call sites in CRM's own mutation code, not a scheduling issue)",,CROSS_MODULE_GAP,83,
SHARED-037,982,shared,Shared,Workflow and automation,37,"Email, SMS and in-app notifications",Workflow and automation,PARTIAL,LIMITED,P1,/notifications,apps/web/src/lib/mailer.ts (isSystemEmailConfigured — real SMTP+webhook fallback); My Work notifications (Prompt 8),,,,,Email and in-app notifications are real and working; SMS has no provider wired — consent tracking exists but the delivery command always defaults to a mock provider,,MISSING_PROVIDER,83,
SHARED-038,983,shared,Shared,Workflow and automation,38,Webhooks,Workflow and automation,PARTIAL,LIMITED,P1,/integrations,"services/worker/src/webhook-delivery.js, outbox.js — real, SSRF-hardened delivery with backoff/dead-lettering","tenant.crm_outbox_events, crm_webhook_subscriptions",integrations.view,"services/worker/tests/webhook-delivery.test.mjs, crm-webhook-deliver.test.mjs",,"Real, working, tested delivery for the single-subscription case; a multi-subscription fan-out re-delivers to already-succeeded subscriptions on retry (documented limitation), and signing (X-Signature/HMAC) is not implemented at all",,ARCHITECTURE_DECISION,83,Status changed from MISSING to COMPLETE (single-subscription case) / PARTIAL (overall) by Prompt 13.
SHARED-039,984,shared,Shared,Workflow and automation,39,Business-rule engine,Workflow and automation,PARTIAL,LIMITED,P2,,CRM automation rules (conditions+actions) + crm_custom_field_definitions,"tenant.crm_automation_rules, crm_custom_field_definitions",,,,"Real, working rule engine exists — CRM-only, not a platform-wide business-rule capability",,CROSS_MODULE_GAP,83,
SHARED-040,985,shared,Shared,Workflow and automation,40,No-code custom fields,Workflow and automation,PARTIAL,LIMITED,P2,,,tenant.crm_custom_field_definitions (field_key/data_type/required/unique/options/validation),,,,"Real, working custom-field system exists — CRM-only, not available to any of the other 11 modules",,CROSS_MODULE_GAP,83,
SHARED-041,986,shared,Shared,Workflow and automation,41,No-code forms and layouts,Workflow and automation,PARTIAL,LIMITED,P2,/crm/lead-acquisition,"crm_capture_forms.form_schema (dynamic lead-capture form builder), buildLeadFormDefinition",tenant.crm_capture_forms,,,,"Real, working no-code lead-capture form builder exists — CRM lead-acquisition only, not a general forms/layouts capability for other modules or record types",,CROSS_MODULE_GAP,83,
